source_file,page,ramo,tipo_cobertura,poliza_no,certificado_no,inicio_vigencia,fin_vigencia,asegurado,propietario,nit,direccion,marca,chasis,linea,pasajeros,modelo,clase,placa,motor,color,forma_pago,moneda,ocr_ok
1943853451943.pdf,1,Automóvi,,,402,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",MDUSTRASLACTEAS SA llinee:sucoio [pasajeros] |,,,,,,,,,,721606,,,QUETZALES,True
1943853451943.pdf,2,Automovil,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","INDUSTRIAS LACTEAS, SA lime: smuicorio Ipasejereera |",,,Suzu,JAAMKR6G6EK7100053,,,,,,,,,,True
1943853451943.pdf,3,Automovi,,,,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",DDUSTRAS LACTEAS SA Lines: Sa uooELO pasajeros: |,,,ISUZU,JAANKREGEK7100052,,,,,,,,,,True
1943853451943.pdf,4,Automóvi,,,405,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",DDUSTRRAS LACTERS SA Lines: 301 MDOELO Imuseteresso |,,,,,,,,,,,,,QUETZALES,True
1943853451943.pdf,5,Automóvi,,,406,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD) Descripción del Vehículo","INDUSTRIAS LACTEAS, SA Imee:smuucosio Jpasejeressa |",,KILOMETRO 255 CARRETERA A EL SALVADOR -SIN ZONA/COMUNIDAD FRALJANES-GUATEMALA- GUATEMALA Color: S/C,,,,,,,,,S,EFECTIVO,aveces A,True
1943853451943.pdf,6,Automóvi,ra: Todo Riesgo,AUTO - 371708,407,31/01/2025,31/01/2026 12:00 A 12:00 HRS,,RDUSTRASIACTEAS SA llinee:swuooeio |pasojere3 |,,KILOMETRO 25.5 CARRETERA A EL SALVADOR -SIN ZONA COMUNIDAD F RALJANES-GUATEMALA- GUATEMALA Color: SiC,,,,,,,,,SiC,,QUETZALES,True
1943853451943.pdf,7,Automóvil,'a: Todo Riesgo,AUTO - 371708,408,31/01/2025,31/01/2026 12:00 A 12:00 HRS,[ Deducible 7],,,KILOMETRO 255 CARRETERA A EL SALVADOR -SIN ZONA/COMUNIDAD-F RAUANES-GUATEMALA-GUATEMALA Color: SiC,ISUZU,JAANKR6SE,,,,Canon,,,SiC,,,True
1943853451943.pdf,8,Automóvi,ertura: Todo Riesgo,AUTO - 371708,409,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,,,,729870,,,,True
1943853451943.pdf,9,Aomovi,ertura: Todo Riesgo,AUTO - 371708,410,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,KILOMETRO 25.5 CARRETERA A EL SALVADOR -SIN ZONA/COMUNIDAD F RALJANES-GUATEMALA- GUATEMALA Color: SiC,ISUZU,JAANKR66,,,,,,,SiC,,,True
1943853451943.pdf,10,Automóvi,a: Todo Riesgo,AUTO - 371708,411,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD! Descripción del Vehículo",,,,,,,,,,,,,,,True
1943853451943.pdf,11,Automóvi,,,412,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo","INDUSTRIAS LACTEAS, SA",,,,,,,,,,,,,QUETZALES,True
1943853451943.pdf,12,Automówvi,,,413,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD) Descripción del Vehículo",,,,ISUZU,JAAMKREGEK,,,,,,,,,QUETZALES,True
1943853451943.pdf,13,Altomovi,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,,MOUSTRASLACTEAS SA lLinee:smwooeio [pasejeros:a |,,,,,,,,,,,,,QUETZALES,False
1943853451943.pdf,14,Automóvi,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,,,,,,,,False
1943853451943.pdf,15,Automóvi,,,416,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",MOUSTRASUACTENS SA [tineesruoocio [pasojere: |,,KILOMETRO 255 CARRETERA A EL SALVADOR -SIN ZONA/COMUNIDAD.F RALJANES-GUATEMALA- GUATEMALA Color: SiC,,,,,,,,,SiC,,,True
1943853451943.pdf,16,Automovil,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","INDUSTRIAS LACTEAS, SA Pasajeros: 3",,KILOMETRO 25.5 CARRETERA A EL SALVADOR -SIN ZONA/COMUNIDAD F RALJANES-GUATEMALA- GUATEMALA Color: sic,ISUZU,JAANKREGEK,,3,,CAMION,,120066,sic,EFECTIVO,QUETZALES,True
1943853451943.pdf,17,Automóvi,ertura: Todo Riesgo,AUTO - 371708,418,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehículo",,,KILOMETRO 25.5 CARRETERA A EL SALVADOR -SIN ZONA/COMUNIDAD F RALJANES-GUATEMALA-GUATEMALA Color: SiC,,,,,,,,,SiC,EFECTIVO,,True
1943853451943.pdf,18,Automóvi,,,419,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,,ISUZU,JAANKRE6EK,,,,,,,SiC,,QUETZALES,True
1943853451943.pdf,19,Automóvi,a: Todo Riesgo,AUTO - 371708,420,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,,ISUZU,JAAMKREGEK7100093,,,,,,,,,,True
1943853451943.pdf,20,Automóvi,ra: Todo Riesgo,AUTO - 371708,421,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",ROUSTRASIACTEAS SA llimee:saooeio |pasojers3 |,,,,,,,,,,,,,,True
1943853451943.pdf,21,Automóvi,,,422,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo","MDUSTRAS LACTEAS, SA lisos: surco |pesejerosia |",,,,,,,,,,,,,,True
1943853451944.pdf,1,Aomovi,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehículo",PRODUCTOS LACTEOS OE CENTROMMERICA SocienaD| tama: qu ajzy Ípanajerosca |,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,QUETZALES,False
1943853451944.pdf,2,Automóvi,ertura: Todo Riesgo,AUTO - 371708,330,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","PRODUCTOS LACTEOS DE CENTROAMERICA, Socienan | tamea:xuesocunamaso |Pesajeros:a |",,3 AVENIDA 13-78 -2OMA 10.GUATEMALA- GUATEMALA. GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,,QUETZALES,True
1943853451944.pdf,3,Automovi,,,331,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",PRODUCTOS LACTEOS DE CENTROAMERCA SOCIEDAD] Linea: xzuescaunamasa [Pesejorosca |,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,xzuescaunamasa,,2022,,,,BLANCO,EFECTIVO,QUETZALES,True
1943853451944.pdf,4,Aitomóvi,,,332,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",PRODUCTOS LACTEOS OE CENTROMMERICA. SOCIEDAD | Lines: xzuecec vnomass [pasajeros |,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,,True
1943853451944.pdf,5,Automóvi,ertura: Todo Riesgo,AUTO - 371708,333,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo","PRODUCTOS LACTEOS OE CENTROMMERICA, SOCIEDAD] toma: xzueca.mnoaaj [Pasajerosca |",,3 AVENIDA 13.78 -2ONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,,,True
1943853451944.pdf,6,Atomóvi,,,334,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMEÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,EFECTIVO,aveces A,True
1943853451944.pdf,7,Automóvi,ra: Todo Riesgo,AUTO - 371708,335,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,,,True
1943853451944.pdf,8,Automóvi,,,336,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA- GUATEMALA. GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,,,True
1943853451944.pdf,9,Automóvi,,,337,,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD PA",,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,EFECTIVO,,True
1943853451944.pdf,10,,,,338,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","PRODUCTOS LACTEOS DE CENTROMAERICA, SociEnAD| mea: xzueco.mnonao [Pamajerosca |",,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,QUETZALES,True
1943853451944.pdf,11,Automóvi,'a: Todo Riesgo,AUTO - 371708,339,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA- GUATEMALA. GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,,,True
1943853451944.pdf,12,Automóvi,,,340,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,,QUETZALES,True
1943853451944.pdf,13,,,AUTO - 371708,341,31/01/2025,31/01/2026 12:00 A 12:00 HAS,[ Deducible 7],,,,HINO,JHHACI3F1NK506639,,,,,,,BLANCO,,,True
1943853451944.pdf,14,Aitomóvi,,,342,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -ZONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,2072,,,,BLANCO,,,True
1943853451944.pdf,15,Automóvi,,,343,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",PRODUCTOS LACTEOS E CENIROAMERICA SOCIEDAD | unes xs woomaso [Puaaferos:a |,,,,,,,2022,,,,BLANCO,,QUETZALES,True
1943853451944.pdf,16,Automóvi,,,344,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-.GUATEMALA- GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,,True
1943853451944.pdf,17,,,,345,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,3 AVENIDA 13.78 .2ONA 10.GUATEMALA.GUATEMALA. GUATEMALA Color: BLANCO,HINO,JHHACIIF,,,,,,,BLANCO,EFECTIVO,,True
1943853451944.pdf,18,Automóvi,,,346,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehiculo",PRODUCTOS LACTEOS DE CENTROMAERCA SOCIEDAD | lines: xzucoainonjo [pasajeros |,,3 AVENIDA 13-78 -2ONA 10.GUATEMALA-GUATEMALA- GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,EFECTIVO,,True
1943853451944.pdf,19,,,,347,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","PRODUCTOS LACTEOS OE CENTROMMERICA, SocienaD| mea: xzucco. monas [pamajerosca |",,3 AVENIDA 13.78 ZONA 10.GUATEMALA- GUATEMALA. GUATEMALA Color: BLANCO,,,,,2022,,,,BLANCO,,,True
1943853451944.pdf,20,Automóvi,,,348,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD Descripción del Vehiculo",,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-GUATEMALA. GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,QUETZALES,True
1943853451944.pdf,21,Automóvi,a: Todo Riesgo,AUTO - 371708,349,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD) Descripción del Vehículo",,,3 AVENIDA 13-78 -2ONA 10-GUATEMALA-.GUATEMALA- GUATEMALA Color: BLANCO,,,,,,,,,BLANCO,,,True
1943853451945.pdf,1,Aitomóvi,,,379,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,,,,,S,EFECTIVO,,True
1943853451945.pdf,2,Automóvi,,,390,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",MOUSTRAS LACTEAS SA ltimeeunoocimimess [Pasojeros:3 |,,,,,,,,,,,SiC,,QUETZALES,True
1943853451945.pdf,3,Automóvi,,,381,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","INDUSTRIAS LACTEAS, SA mess smuicosio pasejereesa |",,,,,,,,,,,,,,True
1943853451945.pdf,4,Automóvi,ertura: Todo Riesgo,AUTO - 371708,382,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,KILOMETRO 25.5 CARRETERA A EL SALVADOR -SIN ZONA COMUNIDAD F RALJANES-GUATEMALA- GUATEMALA Color: SiC,,,,,,,,,SiC,EFECTIVO,,True
1943853451945.pdf,5,Automóvi,,,383,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,,TOYOTA,J1GF85189G,,,,,,,,,QUETZALES,True
1943853451945.pdf,6,Automóvil,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","MOUSTRAS LACTEAS, SA lisas: seswooeio [pesejere] |",,KILOMETRO 25.5 CARRETERA A EL SALVADOR -SIN ZONA/COMUNIDADF RALJANES-GUATEMALA- GUATEMALA Color: SiC,INTERNATIONAL,3HSDHSIR2CN592104,,,,,,,SiC,EFECTIVO,QUETZALES,True
1943853451945.pdf,7,Automóvi,,,385,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",NDUSTRAS LACTEAS. SA times: smuucoeto [pasajeros |,,,ISUZU,JAANKREGE,,,,,,,SiC,,QUETZALES,True
1943853451945.pdf,8,Automovi,,,386,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,,,,,,,,True
1943853451945.pdf,9,,,,387,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",SDUSTRAS UACTEAS SA Lines: SV MOOELO lresalerses |,,,ISUZU,JAAMKREGE,,,,,,,,,,True
1943853451945.pdf,10,Automóvi,,,388,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,KILOMETRO 255 CARRETERA A El SALVADOR -SIN ZONA/COMUNIDAD F RALJANES-GUATEMALA- GUATEMALA Color: SiC,,,,,2017,,,,SiC,EFECTIVO,,True
1943853451945.pdf,11,,,,,,,BENEFICIO DEL PLAN,,,,,,,,,,,,,,,False
1943853451945.pdf,12,Automóvi,,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,KILOMETRO 25.5 CARRETERA A EL SALVADOR -SIN ZONA/COMUNIDAD FRALJANES-GUATEMALA-.GUATEMALA Color: SiC,,,,,,,,,SiC,EFECTIVO,,False
1943853451945.pdf,13,Automóvi,,,393,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",MDUSTRASUACTEAS SA ltimee:smuucoeio [pasejeros:a |,,KILOMETRO 25.5 CARRETERA A EL SALVADOR -SIN 2ONAN/ COMUNIDAD F RALJANES-GUATEMALA- GUATEMALA Color: sic,,,,,2019,,,,sic,EFECTIVO,,True
1943853451945.pdf,14,,,,394,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMEÉRICA, SOCIEDAD] Descripción del Vehículo","NDUSTRAS UACTEAS, SA lisos: smuscocio [pasajeroeia |",,,,,,,,,,,,,,True
1943853451945.pdf,15,Automóvi,ertura: Todo Riesgo,AUTO - 371708,395,31/01/2025,31/01/2026 12:00 A 12.00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,,,,,sic,,,True
1943853451945.pdf,16,,,,396,31/01/2025,31/01/2026 12:00 A 1200 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",DDUSTRNS LACTERS SA Lines: su uooELo Ipasejerossa |,,,ISUZU,JAANKREGEK,,,,,,,,,,True
1943853451945.pdf,17,Automóvi,,,397,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",MDUSTRASUACTEAS SA ltimee:smuooeío [pasajeros |,,KILOMETRO 25.5 CARRETERA A EL SALVADOR -SIN ZONA/COMUNIDAD F RALJANES-GUATEMALA- GUATEMALA Color: S/C,,,,,,,,,S,EFECTIVO,QUETZALES,True
1943853451945.pdf,18,Automóvi,a: Todo Riesgo,AUTO - 371708,398,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo",IUSTRASTACTEAS SA lkimee:smucocio [pauejercaia |,,,,,,,,,,,SiC,,,True
1943853451945.pdf,19,Automóvi,,,399,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo","MDUSTRAS LACTEAS, SA Iimessseuucogio Jpesejeressa |",,,,,,,,,,,,,,True
1943853451945.pdf,20,Automóvi,ra: Todo Riesgo,AUTO - 371708,400,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo","INDUSTRIAS LACTEAS, SA lkames: sewooeio [pasarela |",,,,,,,,,,,sic,,QUETZALES,True
1943853451945.pdf,21,Automóvi,ertura: Todo Riesgo,AUTO - 371708,401,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMÉRICA, SOCIEDAD] Descripción del Vehículo","MDUSTRAS LACTEAS, SA liameessmumoceio [pasejerer] |",,,,,,,,,,,,,,True
1943853451946.pdf,1,Automovi,ertura: Todo Riesgo,,,31/01/2025,31/01/2026 12:00 A 12:00 HRS,"PRODUCTOS LACTEOS DE CENTROAMERICA, SOCIEDAD] Descripción del Vehículo",,,,,,,,2022,,,,BLANCO,,,False
